
407.0,294.0,81.0,425.0,Alimentos
393.0,334.0,205.0,92.0,Alimentos
465.0,444.0,236.0,163.0,Libros
354.0,80.0,412.0,286.0,Alimentos
306.0,87.0,176.0,170.0,Ropa
196.0,289.0,98.0,16.0,Ropa
203.0,450.0,72.0,137.0,Alimentos
282.0,123.0,325.0,259.0,Alimentos
413.0,36.0,476.0,248.0,Alimentos
164.0,134.0,219.0,177.0,Ropa
479.0,396.0,8.0,32.0,Alimentos
287.0,402.0,294.0,91.0,Alimentos
409.0,329.0,257.0,200.0,Libros
264.0,226.0,175.0,356.0,Alimentos
83.0,382.0,357.0,10.0,Alimentos
71.0,255.0,164.0,293.0,Ropa
196.0,355.0,74.0,462.0,Alimentos
257.0,420.0,139.0,175.0,Alimentos
199.0,325.0,380.0,184.0,Alimentos
7.0,47.0,199.0,319.0,Ropa
469.0,499.0,41.0,304.0,Libros
480.0,334.0,452.0,208.0,Libros
279.0,292.0,100.0,339.0,Alimentos
78.0,433.0,188.0,425.0,Alimentos
258.0,459.0,58.0,407.0,Alimentos
51.0,292.0,14.0,435.0,Alimentos
253.0,356.0,134.0,246.0,Alimentos
9.0,17.0,309.0,370.0,Ropa
24.0,375.0,181.0,224.0,Ropa
300.0,27.0,372.0,480.0,Alimentos
358.0,246.0,7.0,370.0,Alimentos
481.0,63.0,164.0,153.0,Alimentos
403.0,408.0,66.0,385.0,Alimentos
79.0,328.0,123.0,13.0,Ropa
245.0,394.0,118.0,118.0,Alimentos
340.0,142.0,467.0,304.0,Libros
23.0,410.0,275.0,159.0,Alimentos
382.0,203.0,362.0,12.0,Alimentos
307.0,253.0,164.0,155.0,Alimentos
499.0,313.0,301.0,217.0,Libros
244.0,319.0,59.0,442.0,Alimentos
305.0,274.0,473.0,43.0,Alimentos
468.0,250.0,104.0,7.0,Alimentos
18.0,205.0,11.0,376.0,Ropa
90.0,157.0,268.0,159.0,Ropa
456.0,264.0,56.0,213.0,Alimentos
467.0,406.0,34.0,325.0,Alimentos
303.0,461.0,279.0,487.0,Libros
147.0,386.0,50.0,179.0,Alimentos
129.0,27.0,322.0,399.0,Alimentos
23.0,238.0,356.0,357.0,Alimentos
300.0,215.0,234.0,19.0,Ropa
486.0,320.0,150.0,171.0,Alimentos
28.0,405.0,78.0,278.0,Ropa
25.0,154.0,26.0,372.0,Ropa
189.0,396.0,30.0,372.0,Alimentos
355.0,266.0,364.0,309.0,Libros
196.0,133.0,377.0,45.0,Ropa
45.0,70.0,286.0,112.0,Ropa
485.0,159.0,411.0,439.0,Libros
55.0,205.0,488.0,221.0,Alimentos
453.0,72.0,409.0,103.0,Alimentos
267.0,358.0,71.0,285.0,Alimentos
342.0,496.0,450.0,289.0,Libros
362.0,499.0,425.0,352.0,Juguetes
455.0,419.0,233.0,360.0,Libros
233.0,144.0,75.0,143.0,Ropa
359.0,450.0,472.0,242.0,Libros
177.0,142.0,90.0,400.0,Alimentos
403.0,422.0,414.0,245.0,Libros
399.0,102.0,56.0,470.0,Alimentos
101.0,98.0,45.0,260.0,Ropa
64.0,410.0,399.0,212.0,Alimentos
170.0,491.0,281.0,229.0,Libros
434.0,191.0,25.0,54.0,Ropa
341.0,226.0,281.0,260.0,Alimentos
413.0,22.0,141.0,95.0,Ropa
437.0,323.0,97.0,461.0,Libros
57.0,98.0,87.0,109.0,Electrónica
279.0,308.0,250.0,159.0,Alimentos
404.0,19.0,15.0,96.0,Ropa
296.0,82.0,471.0,422.0,Libros
90.0,332.0,260.0,187.0,Alimentos
432.0,50.0,20.0,170.0,Ropa
182.0,326.0,149.0,277.0,Alimentos
200.0,19.0,48.0,32.0,Electrónica
148.0,273.0,153.0,204.0,Alimentos
151.0,305.0,149.0,100.0,Ropa
379.0,59.0,236.0,4.0,Ropa
251.0,100.0,158.0,217.0,Ropa
380.0,477.0,345.0,425.0,Juguetes
337.0,136.0,80.0,291.0,Alimentos

